Q12_OTHER_TEXT,Q13_OTHER_TEXT,Q14_OTHER_TEXT,Q14_Part_1_TEXT,Q14_Part_2_TEXT,Q14_Part_3_TEXT,Q14_Part_4_TEXT,Q14_Part_5_TEXT,Q16_OTHER_TEXT,Q17_OTHER_TEXT,Q18_OTHER_TEXT,Q19_OTHER_TEXT,Q20_OTHER_TEXT,Q21_OTHER_TEXT,Q24_OTHER_TEXT,Q25_OTHER_TEXT,Q26_OTHER_TEXT,Q27_OTHER_TEXT,Q28_OTHER_TEXT,Q29_OTHER_TEXT,Q2_OTHER_TEXT,Q30_OTHER_TEXT,Q31_OTHER_TEXT,Q32_OTHER_TEXT,Q33_OTHER_TEXT,Q34_OTHER_TEXT,Q5_OTHER_TEXT,Q9_OTHER_TEXT
,,,,,,,Collab,,,,,,,,,,,,,,,,,,,,
,,,,,,"jupyter notebook, pycharm",,,,,,,,,,,,Fastai: Functions and code from fastai to compress import size,,,,,,,,Machine Learning Engineer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyternotebook,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,"Ultraedit, Eclipse, Brackets",,Ruby,,"scikit-learn, pandas, numpy",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,basic,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab on google cloud,,,,rust,,,,,,,,,,,,,,,,Data Architect,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,None,,,,,,,,,,,,,,,,Catboost,,,,,,,,,
,,,,,,,,Jetbrains,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
bili,bili,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,Swift,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineer,
,,,,,,"Jupyterlab, RStudio",,,,,,,,,,,,,,,,,,,,,
LinkedIn & Facebook groups,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,Industrial Engineer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,sas,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,Eclipse,,,,,,,,,,,,,,,,,,,
,,,,,,Anaconda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,"Erlang, Go",,,,,,,,,,,,,,,,CTO,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Other,,,,,,,
,,,,,,,Gcp,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, the Hadoop stack, Anaconda, more",,dataiku,Shiny,,,many,Hadoop cluster,clustering,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,"R, python",,,,,,,,,,,,,,,,,,,,,,,
,,,microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fine ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, JupyterLab",,,,,,,,,,,,,,,,,,,,,
,,,,,,Python + jupyter notebooks,,,,,,,,,,,,,,,,,,,,,
,Bootcamp,,,,,"JupyterLab, Sublime",,,,,,,,,,,,,,,,,,,,,
,,,,,"Power BI, Metabase, Grafana",,,,,,,,,,,,,,,,,,,,,,
,,,,,Metabase,,,,,,,,,,,,,,,,,,,,,,
,,,google data studio,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,Teradata,,
,,,,"SPSS,MATLAB,r language",,,,,,,,,,,,,,,,,,,,,,,
,,,Also supplement with Jupyter and azure notebooks ,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,
,,,,,,statistical analysis,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebooks/Lab,,,,,,,,,,,,,,,,,,,IBM Netezza,,
,,,,,"Tableau, Power BI",,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tableau , PowerBI",,,,,,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,I use aws and gcp,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Financial Data Analyst,
,Thinkful,Jupyter Notebook,,,,,,,,,,Pandas,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linkedin,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Will use R for plotting the data and dask or pandas ro analyze the data,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,r,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,Alteryx,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,google sheets,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Aws ,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, Jupyterlab",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter & spark,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Tableau, Exploratory",,,,,,,,,,,,,,,,,,Exploratory,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SkillFacroty,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NPTEL,,"Excel, Google Sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,Venturenix Lab,,,,Python,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,aws,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,IT Generalist,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio and JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,catboost,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,"sas, python, r, tableu, hadoop",,,,,,,,,,,,,,,,,,,,,
,,,,,,"R, RStudio",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,We use Jupyter notebooks for data exploration and ML development. Then we put into production on Cassandra in the cloud.,,,,,,,,,,,,,Linode,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,Heroku lol,,,,,,,,
,,,,,,jupyterlab,,,,,,,,SVN,,,,,,,,,,,,,
,,Vim,,,,,,,,,,,,,,,,,,,,,,,Mongo,,
,,My own theoretical results and own software,,,,,,,,,,,,"Geometric construction of separating polyhedrons, rendered into perceptron networks",,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,Data Science Academy,,,,,Notebooks ,,,,,,,,,,,,,,,,,,,,,
,,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,
,Google MLCC and books,,,,,Python ,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook with Python,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,c#,,,,,,,,,,,,,,,,,
,https://cognitiveclass.ai/,,,,,Python,,,,,,,,,,,,,,,IBM Cloud,IBM Watson,IBM Cloud,,,,
,,,,,,Rstudio is easy to learn and use... I loved it the very day I began using it,,,,,,,,,,,,,,,,,,,,,
,,,,,,,apache spark on s3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,All python,,,,,,,,,,,,,,,,,,,,,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"Azure, GCP",,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,"Notebooks, GCP, Local In-House Server's",,,local ssh servers,,,,,,,,,,Company Specific,,,,,,,,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Metabase,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"jupyter, scikit, pandas, keras...",,tmux (if that counts),,,,cairo,,,,,,,,,,,,,,,
,,,,"Spss, Amos ",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,anacoda,,,,,,,,,,,,,,,,,,,,,
,mlcourse.ai,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,Yes this was my basic statistical tools since school days,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,IntelliJ,,Rust,,,,,,,,,,,,,,,,,
,,Pandas,,,,,,,,,,,,,,,,,,,,,,,,,
academic courses,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,python visualizations,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel avanzado,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,IT monitoring/ops lead,
,,,"Excel, R,  Python",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Goggle sheets ,,,,,Netbeans ,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,C#,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,,Google Sheets,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Assistant Professor,
,,"RStudio, Jupyter",,,,,,,,,,,,,,,,,,,,,,,,,
,Edwisor. Com,,,,,"Jupyter notebook, R studio",,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupiter Notebooks",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,google,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
Datacamp,,None,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,tableau,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,RStudio,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python/Pandas/Jupyter notebooks /scikit-learn ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Opencv,,,,,I use python on Jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,SAA,,,,,,"Julia, rust",,Holowievs,,,,,,,,,,,,,,,
,,,,,,"Rstudio, jupyter notebooks ",,,,,,,,,,,,,,,,,,,,,
,,,,,,pycharm,,,,,,,,,,,,,,,,,,,,,
,prevision.io,,,,,,prevision.io,,,,,,,,,,,,,,,,,,,devops,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Y,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, spyder",,,,,,highcharter,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,Women Data Academy,,,,,JupuyterLab,,,,,,,,,,,,,,,,,,,,Contract Commercial Advisor,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Study AI,,Excel,,,,,,,,,,,,,,,,,,,,,,,businessman,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python PyCharm,,,,,,,,,,,,,,,,,,,,Postdoc,
,,,ms office,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Tensorflow w/ Python & Rust,,,,Rust,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,QA,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,Scala,,Tableau,,,,,,,,,,,,,,,
,,,,,,,GCP data lab,,,,,Data Studio GCP,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,scikit-learn,,,,,,,,,,,,,,,
,,,,,,,GCP ,Visual Studio Code,,,,,,,,,,,,,Google ML Engine,Google Dataproc,,,,,
,,Python,,,,,,Nano,,,,MATLAB,,,,,,Snap ML,,,,,,,,,
,,,,,,Jupyter Lab/Python development environment,,,,,,,,,,,,,,,,,,,,,
,,,LibreOffice Calc,,,,,,,Rust,,,,,,,,,,,,,,,,,
,,,,,,"Anaconda, Jupyter note book",,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,Architect,
,My own,,,,Power BI desktop,,,,,,,,,,,,,,,,,,,,,,
https://habr.com/ru,stepic,,,,,anaconda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Colaboratory,,,,,,,,,,,,,,,,,,,,,
ODS,,,,,,JupyterHub,,,,,,,,,,,,,Hezner,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,anaconda,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio and python,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,"aws, gcp",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,Business Intelligence Manager,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,,Azure,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLAB,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,Professor,
,,,,,,R,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"SAS, Python",,,,SAS Enterprise Guide,,,,,,,,,,,,,,,,,,Actuary,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,"Python, R",,,,,,,,,,,,,,,,,,,,,,,,Mechanical Engineer,
,,,"Microsoft Excel, Google Sheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"microsoft excel, google spreadsheets",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Salesforce, Einstein",,,,,"Apex, visualforce",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Professor ,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
Linkedin,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Google Colab,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft excel,,,,,,,,,,,,,,,,,,,,,,,Educator,
,,,,,,jupyter and pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,"JupyterLab, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,IT Technician,
,,,,,"Tableau, SQL, Python",,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Basic Excel,,,,,,,,,,,,,,,,,,,,,,,Robotics application engineer in FANUC,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Pycharm,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Rstudio, JupyterLab",,,,,,,,,,,,,,,,,,,,Project Engineer,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Python, Jupyter, Scikit, etc",,Gedit,,,,,,,,,,,,,,,,,,,
,,,,,,"I generally use Rstudio, Pycharm. ",,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter lab,,,,,,,,,,,,,,,,,,,,,
,,,Using Python,,,,,,,,,,,,,,,,,,,,,,,,
Mailing list: Data Eng Weekly (https://dataengweekly.substack.com),Cloudera,,,,,Cloudera Data Science Workbench,,Cloudera Data Science Workbench,,,,,,,,,,,,,,Cloudera Data Science Workbench,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,H2O.ai AutoML,,,
,,,,,,"R, Python",,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,,,"SAS, Mathematica etc",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,python,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,Marketing Analytics Manager,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Jupyter Notebooks",,,,Go,,,,,,,,catboost,,,,,,,,,
,,,,,,Jupyter Notebook,,Eclipse,,,,,,,,,,,,,,,,,,,
,,,,,,jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,,,,I use spider and notebook to analyse data using python,,,,,,,,,,,,,,,,,,,,,
,University courses (online version) like CS231n,,,,,"Jupyter Notebook, Rstudio",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,Dev,
,,never do that,,,,,,,,,,,,,,,,,,,,,,,,,
,,Weka,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"RStudio, Spyder",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook and RStudio,,,,,,,,,,,,,,,,,,,,,
,Skillfactory,,Exel,,,,,,,c#,,,,,,,,,,,,,,,,,
,,,,Spss,,,,,,,,,,,,,,,,,,,,,,,
,,python,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Matlab,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,sklearn,,,,,,,,,,,,,,,,,,,,,
,,,,,,jupyterlab,,,,,,,,,,,,,,,,,,,,,
,,,,,,sometimes also some APIs,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,,,,,,,,,,,,,,,,,,
,appliedai,colab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter ,,,,,,,,,,,,,,,,,,,,,
,,,,,analytics google,,,,,,,,,,,,,,,,,,,,,,
,,,Microsoft Excel,,,,,,,,,Tableau,,,,,,,,,,,,,,Network Engineer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,eclipse,,,,,,,,,,,,,,,,,,,,,
,,,,,Tableau,,,,,,,,,,,,,,,,,,,,,,
,,,exel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,python,,,,,,,,,,,,,,,,,,,,,
Medium,,,,,,"R, python",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Open source libraries,,,,,,,,,,,,,,,,,,,,,,,,,
,,,microsoft excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Gcp,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebook,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,RStudio & JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Rstudio,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Padhai,,Microsoft excel,,,,,google colab,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,tableau,,,,,,,,,,,,,,,,,,,,,,research tools for automation
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,MATLAB,,,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,php,,,,,,,,,,,,,,,,,
,,,Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python,,,,Perl,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,tableu,,,,,,,,,,,,,,,,,,,,,,
,,,,SAS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,SAS,,,,,,,,,,,,,,,,,
,,,,,,,AWS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter Notebooks,,,,,,,,,,,,,,,,,,,,,
LinkedIn Feed,,,,,,,IBM Watson Studio,,,,,,,,,,,,,,,,,,,,
,IPL,,Excel and Google,,,,,,,C#,,,,,,,,,,,,,,,,,
,,,,,,,GCP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Custom development,,,,,,,,,,,,"Complex system of ""voting"" with a lot of diffrent methods(GBM, RF, RNN, BA..), depends on which features are used...",,,,,,,,,,,,,Creation of dataset(how we collect data)
,,,,,,r studio,,,,,,,,,,,,,,,,,,,,data officer,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,SAP,,,,,,,,,,,,,,,,,,,,,,
,,,,,Pentaho,,,,,,,,,,,,,,,,,,,,,,
,,,,SPSS,,,,,,SPSS,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,basic,,,,,,,,,,,,,,,,,,,,,,,,Solution Architect,
,,,,,,"jupyterlab, eclipse",,,,Mathematica,,,,,,,,Apache Mxnet,,,,,,,,,
,,,,,,Spyder,,,,,,,,,,,,,,,,,,,,Manager,
,,,,,,JupyterLab,,,,,,,,Unsupervised machine learning method (network clustering),,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"rstudio, jupyter",,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter notebook,,,,,,,,,,,,,,,,,,,,,
,,Power BI,,,,,,,,,,,,,,,,,Azure,,,,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,Python,,,,,,,,,,,,,,,,,,,,,,,,
,,,,SPSS,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,R programming,,,,,,,,,,,,,,,,,,,,,
,,,,,,,I often doing tests on Colab or Kaggle for curiosity,,,,,,on cloud,LSTM,,,,,,,,,,,,,
,,,,R,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,Anaconda ,,,,,,,,,,,,,,,,,,,,,
,,,excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Jupiter lab ,spyder",,,,,,,,,,,,,,,,,,,,,
,,,,,,JupyterLab,,,,,,,,,,,,,,,,,,,,,
,,,,,,"We use R for legacy reporting metrics, but now use Python for the implementation and maintenance of reporting and analyzing data.",,,Not sure,,,,,,,,,,,,Not sure,Not sure,,,,,
,,,Microsoft Excel,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Python anaconda ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Excel, python (rarely)",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupyter,,,,,,,,,,,,,,,,,,,,,
,,,,,,R python,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Jupiter note books,,,,,,,,,,,,,,,,,,,,,
,,c/c++,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,BI4,,,,,,,,,,,,,,,,,,,,,,
,,,none,,,,,,,,,,,,,,,,,,,,,,,,
,,d3js,,,,,,Netbeans,,,,,,Factor Analysis,,,,,,,,,,,Firestore,CEO,
